Customer ID,Name,Gender,Age,Country,Product Purchased,Purchase Amount,Last Purchase Date,Membership Status,Feedback Score,Login Frequency,IsActiveMember,Customer Support Calls,Churn (Target Variable)
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Angelica Parker,Male,61,India,Smartwatch,1478.87,2024-08-10,Silver,5,25,1,0,1
3270e4fa-abae-4f43-bcae-8081bdf070aa,Dr. Kelly Hammond DVM,Male,37,Australia,Laptop,1265.49,2024-12-24,Gold,8,18,1,7,1
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,William Day,Female,47,Germany,Phone,894.66,2025-08-03,None,4,22,0,3,0
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Michael Cooper,Male,28,Canada,Accessories,1872.18,2024-12-06,None,1,13,0,2,0
1fe771d6-d917-4793-a9d3-c2e6505cc686,Penny Bowman,Other,45,France,Tablet,1745.52,2024-09-26,Silver,7,3,1,6,0
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Vincent Reynolds,Other,42,France,Accessories,185.92,2025-01-03,None,8,12,1,2,0
5380b904-688c-4015-aab9-7e494f2d4796,Amy Martinez,Male,56,France,Smartwatch,150.1,2025-07-06,Platinum,3,7,0,7,1
8dedf9fb-4bb0-4f20-b27c-40266703b636,Christopher Morris,Other,50,UK,Smartwatch,815.28,2025-06-27,Platinum,6,28,1,5,1
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Hannah Everett,Female,18,Australia,Laptop,1640.05,2025-03-14,Gold,2,22,1,4,1
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Sarah King,Female,44,Germany,Phone,1975.82,2025-01-16,Platinum,7,20,1,3,0
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Krista Martinez,Male,69,France,Tablet,385.79,2024-12-25,Gold,8,22,1,7,0
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Joseph Shaw,Male,30,Australia,Accessories,1228.85,2025-03-06,Silver,6,18,1,7,0
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Todd Moore,Female,58,Canada,Phone,823.69,2025-04-28,Silver,6,11,1,0,1
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Michelle Jacobs,Female,20,France,Tablet,1942.84,2024-10-12,Gold,5,17,0,8,0
7118e364-7709-4749-927e-ecfaa79ac9aa,Kristy Bryan,Male,56,Germany,Smartwatch,1700.03,2025-05-29,Platinum,8,5,1,4,1
82dc4c8e-36b5-429a-acf5-e81e71316269,Angel May,Male,23,Australia,Smartwatch,1692.82,2025-02-04,Platinum,1,17,1,3,1
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Marilyn Wang,Male,25,France,Laptop,990.52,2025-06-01,Gold,10,18,0,5,0
a8aa7158-2b70-4525-bc67-f831cbc84759,Mark Jimenez,Other,44,Germany,Laptop,888.16,2024-09-03,Gold,4,21,1,5,1
a9f25336-83f4-49a9-88a6-39d015b52908,Donna Frye,Male,26,India,Accessories,619.47,2024-08-12,Silver,4,4,1,1,1
17e8392a-55ce-45db-9e87-e04ca2086977,Dr. Michael Evans,Male,54,Canada,Phone,207.11,2025-03-22,Gold,3,23,0,7,1
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Anthony Gonzales,Other,50,Australia,Phone,1742.97,2024-09-01,Platinum,3,8,1,6,0
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Mr. Lawrence Edwards,Female,68,Germany,Tablet,1644.51,2024-08-11,Gold,4,26,1,0,0
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Morgan Valencia,Male,59,Germany,Accessories,1999.46,2024-11-15,Gold,1,2,0,4,0
9c7c7377-79a2-4903-bbe3-3b243eae0032,Bianca Wood,Other,61,UK,Laptop,1993.61,2024-10-28,Gold,2,27,0,5,1
74962764-12a4-4ef0-84bb-b7a9d98868dd,Emma Owens,Male,41,Australia,Accessories,1155.32,2024-08-21,Silver,9,9,1,3,0
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,David Davis,Male,32,India,Smartwatch,1561.08,2025-07-30,Gold,10,18,0,1,0
624c69b6-b244-45a7-b7e5-848131c681ec,James Gilbert,Other,49,Australia,Laptop,1895.05,2024-08-29,None,2,2,1,3,1
25c73c44-3e75-43b4-a64f-a6637e8f8095,Sean Moore,Female,49,Canada,Phone,1714.33,2025-06-08,None,5,28,0,0,1
e4855aa1-016b-4287-b008-05cca7f36ae9,Kenneth Edwards,Other,41,UK,Laptop,569.96,2025-01-07,None,9,28,0,6,1
e2add909-c521-4f2d-9c45-d539c03f3538,Kathleen Robertson,Male,58,Australia,Smartwatch,956.03,2025-02-18,Platinum,9,21,0,1,1
3805f907-6cd6-4193-8746-8f591b494e15,Mr. Alexander Landry MD,Female,69,Australia,Laptop,345.4,2024-11-25,Platinum,8,14,0,1,0
b227462c-f53d-4330-8dda-24ba2d06e8cf,Cindy Gomez,Other,66,France,Phone,1912.7,2025-04-07,Gold,1,0,0,8,0
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Johnny Khan,Other,66,Germany,Smartwatch,1251.73,2025-05-09,None,1,6,0,4,0
1f115b76-d92c-4227-aadf-50853fcb7546,Julie Herrera,Female,69,Canada,Tablet,534.42,2025-02-16,Silver,9,11,1,1,1
76f2dbfe-cd29-436f-a222-82e174daaebf,Jessica Khan,Male,29,India,Accessories,1376.23,2025-05-30,None,8,16,1,8,1
8f15ba58-fce6-4504-87f8-424daae65fc1,Pamela Diaz,Other,56,UK,Tablet,1274.44,2025-01-14,None,10,29,1,8,1
c1581092-f335-4ba3-913a-7052986f9025,Kelly Lee,Other,19,Germany,Smartwatch,780.51,2025-01-17,Platinum,9,20,0,0,1
d0a44432-9cd6-4852-b14c-7df4e4347d51,Angel Gordon,Other,20,USA,Smartwatch,315.76,2025-05-05,Platinum,7,25,1,2,1
6d3ee1dc-8139-4443-a45b-712eb8225688,Diana Hays,Male,66,Canada,Smartwatch,1375.99,2025-01-09,Silver,3,28,0,3,0
722764e6-8c41-461b-a827-a1b9d4a02e53,Barbara Hester,Other,54,UK,Phone,1088.58,2024-09-07,Platinum,3,23,1,6,1
dc8aee30-be60-43f7-a8be-9288e5af6e39,Robert Morgan,Female,66,India,Smartwatch,1567.4,2025-04-11,Silver,2,19,1,9,1
c074718e-425a-409f-b337-c59979844388,Nicole Gonzalez,Female,34,UK,Accessories,1088.31,2025-03-02,Platinum,5,4,0,3,0
46fde062-a33d-47af-9701-410d3f4b1a70,Kathryn Williams,Other,66,UK,Phone,1719.14,2025-03-02,None,3,3,0,1,1
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Gary Wells,Other,19,UK,Smartwatch,1148.62,2025-04-02,None,6,27,0,6,0
709b7d97-464c-44af-bd3f-3799a07295e9,Larry Robertson,Female,19,France,Phone,1165.78,2024-10-04,Silver,2,11,1,5,1
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Louis Martin,Female,45,USA,Accessories,1765.64,2024-11-21,Silver,3,29,1,2,0
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Nancy Evans MD,Other,40,India,Accessories,866.62,2024-09-07,Platinum,5,19,1,5,0
269cd696-236c-4b87-94a0-bccb8a476a87,Kim Erickson,Female,54,India,Phone,354.63,2024-12-04,Platinum,1,27,1,5,1
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Robert Richardson,Male,49,India,Laptop,154.69,2024-09-05,Silver,1,23,0,4,0
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Veronica Silva,Male,50,Germany,Tablet,1534.76,2025-02-20,Silver,10,17,1,3,1
7746d0ba-8ae8-405b-94b4-a48268586eba,Molly Watts,Male,18,Canada,Smartwatch,1278.59,2025-07-29,None,9,16,1,9,1
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,John Coffey,Male,36,India,Tablet,1437.75,2024-10-23,None,7,18,1,0,1
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Paula Lane,Female,19,Canada,Accessories,504.63,2025-06-15,Silver,1,8,1,9,1
05000bc6-b20d-4b6e-b231-1f1795863a76,Lauren Jackson,Male,61,India,Tablet,359.11,2024-10-05,None,8,3,1,5,1
9360715f-c3fe-4183-a172-b725db52ca58,Lisa Randall,Other,43,USA,Laptop,127.63,2025-03-02,Gold,3,25,0,1,1
f1578470-0182-47c4-ba1b-58066160a6b4,Michael Johnson,Other,49,Germany,Tablet,766.12,2024-12-10,Platinum,8,20,0,2,1
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Ashley Smith,Male,23,Germany,Tablet,1220.84,2025-01-04,None,5,1,1,7,0
d5f25073-f414-42b1-a442-9ebbda7b9095,Christian Vaughn,Other,49,UK,Accessories,845.26,2025-03-21,Gold,1,3,1,9,1
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Reginald Knapp,Male,21,France,Accessories,931.2,2025-04-09,Silver,7,1,0,5,1
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Nancy Brown,Male,28,Germany,Smartwatch,1817.9,2025-05-29,None,5,14,1,2,0
45df16b6-382c-443f-bcfc-9b793875394c,Daniel Nguyen,Male,34,Germany,Phone,761.69,2025-06-26,Silver,6,1,1,6,1
638c254c-076e-4bba-bc53-08bf6f92f25e,Kelly Edwards,Other,55,USA,Smartwatch,1076.58,2025-04-15,Platinum,6,3,0,3,1
cc530e36-addc-4e13-ab3b-4d37560c95ee,Thomas Peterson,Other,41,India,Accessories,1588.94,2025-04-27,Silver,8,5,1,8,0
d72b6108-2a40-4f12-b963-f37f67814c1f,Raymond Le,Male,22,Australia,Smartwatch,853.43,2025-04-12,Gold,9,6,1,4,1
fb10987f-20ac-4703-ab67-146a77a6e17c,Melissa Bishop,Male,69,Germany,Tablet,1281.96,2024-08-31,Silver,2,9,1,2,1
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,David Grant,Male,51,Germany,Tablet,1738.49,2024-12-04,Gold,9,18,1,1,1
a9ba5a27-907b-4e36-9786-48f864de82e6,William Evans,Male,23,Australia,Accessories,1904.09,2025-05-04,None,10,18,1,1,1
6db99102-a48b-4dbe-957d-94a106f028ff,Daniel Bush,Female,39,France,Accessories,379.44,2025-01-22,None,9,25,1,2,0
2e85cb21-7631-4e9d-9de9-f86322bd3388,Gregory Peck,Male,28,Canada,Smartwatch,1860.52,2025-05-16,Gold,10,21,0,1,1
53cd6268-610c-4373-8299-9aa40cdf742b,Denise Martinez,Other,65,USA,Smartwatch,1035.02,2025-06-30,Platinum,10,28,1,3,1
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Jamie Baird,Male,33,Australia,Tablet,590.66,2024-11-06,Platinum,7,11,1,1,1
473bd358-610e-4a64-a130-1617c2dff335,Tina Ballard,Female,50,Australia,Phone,972.36,2024-08-28,Platinum,1,2,1,9,1
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Dwayne Klein,Other,26,France,Phone,1962.06,2024-11-08,None,7,12,0,8,1
78660765-14f7-4e8d-95bc-b8d04094dded,Jeremy Scott,Female,23,Germany,Accessories,1035.97,2024-09-08,None,10,17,1,1,0
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Dale Ryan,Male,33,Germany,Smartwatch,724.63,2025-07-31,Platinum,5,7,0,8,0
39669fa7-5997-4043-b3b1-025bfff9f585,Melissa Taylor,Other,46,USA,Phone,1303.46,2025-01-21,Silver,6,20,1,5,0
f510ab53-c7fe-439f-9190-f938a66fd7f7,Laurie Sanchez,Male,20,UK,Smartwatch,556.28,2024-09-20,Platinum,10,14,0,0,0
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Kiara Little,Other,37,UK,Laptop,244.14,2025-01-29,Silver,7,0,1,3,1
d6d7b3b8-3309-4d35-bf4d-f561f319c125,Jason Love,Other,53,Australia,Tablet,344.87,2025-03-31,Platinum,5,2,1,0,0
3d114802-2702-478b-9f0f-da8d05379ff6,Randy Smith,Other,36,Germany,Smartwatch,343.29,2025-03-30,Silver,7,25,1,5,1
1d48a071-ab61-47b1-b93b-4c3220500494,Tanya Russell,Female,43,Australia,Smartwatch,388.62,2024-08-27,None,9,7,1,3,1
770c7798-37cc-463b-b2a0-345990604f62,Sherry Woods,Male,20,Australia,Smartwatch,363.77,2024-12-04,Platinum,3,3,0,2,0
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Victor Morris,Female,36,Germany,Phone,1317.66,2025-04-21,Platinum,8,15,0,2,1
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Susan Davis,Female,37,France,Smartwatch,445.57,2025-05-21,Gold,2,29,1,8,1
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Kimberly Sharp,Male,49,Canada,Laptop,756.77,2025-04-18,Platinum,7,22,1,5,0
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Susan Thompson,Male,24,Canada,Phone,1803.9,2025-05-20,Silver,2,9,0,8,1
edcb8cb6-0692-4c63-9424-aed51bac5c15,Casey Gillespie,Male,69,France,Accessories,1000.53,2024-10-13,Gold,4,11,0,4,0
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Jennifer Simpson DVM,Other,58,Australia,Accessories,1368.36,2024-09-21,Platinum,7,13,0,1,1
f1043785-658b-4523-a014-1de9f54ad0a2,Tammy Mcdowell,Female,50,France,Tablet,427.41,2024-08-10,Platinum,3,13,0,7,0
9793b9b4-1374-4146-b2c5-bd89b70b3420,Keith Rodriguez,Female,57,India,Laptop,465.35,2025-05-07,None,2,1,0,4,1
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Mrs. Virginia Daniels,Female,56,Germany,Smartwatch,177.65,2024-09-28,Gold,10,22,0,1,1
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Todd Rosales MD,Female,35,India,Laptop,420.98,2025-05-05,Silver,7,4,0,3,0
ce3714af-99b4-4350-af2b-99b4d9acd158,Brian Martin,Female,57,UK,Accessories,629.32,2024-08-10,Platinum,1,4,0,8,1
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,David Lopez,Other,18,Germany,Smartwatch,436.32,2024-10-08,None,8,5,0,3,1
8861fe18-58e2-4888-8a83-81bec85aca46,Rachel Bradley,Male,28,Germany,Laptop,268.53,2025-02-14,Platinum,3,12,1,3,1
11a72609-5edd-4bbf-a959-76636daa2e68,Casey Chase,Other,45,USA,Phone,329.21,2024-12-18,Gold,2,8,1,1,1
033d2bce-575a-4d2c-a5c5-650c8186a576,Samantha Robertson,Other,42,Germany,Smartwatch,975.48,2025-02-25,Silver,3,29,1,5,0
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Michael Lopez,Other,67,UK,Phone,492.03,2025-02-22,None,5,21,0,1,1
5cb85aed-f5f6-4c97-aefb-63b11b049863,Franklin Wright,Male,40,Canada,Laptop,792.11,2025-06-06,Platinum,8,27,0,6,0
75b17a55-d426-4982-a43e-4288a2b5b498,David Molina,Male,48,Canada,Smartwatch,1056.49,2025-06-21,Silver,10,28,0,2,0
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Elizabeth Sharp,Female,47,Australia,Tablet,1411.75,2025-05-12,Platinum,7,14,0,2,0
a6846099-f729-4951-8591-31d2bbda0242,Matthew Schwartz,Other,59,Germany,Tablet,174.69,2024-11-14,Platinum,7,13,1,4,1
eb6c1016-cee6-44d0-9dac-6e8345241ea6,Bryan Parker,Female,52,Canada,Accessories,1618.88,2024-10-09,Gold,7,23,1,2,0
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Jonathan Jacobson,Male,24,India,Smartwatch,1293.01,2024-12-28,Gold,8,6,1,1,0
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Emily Wilson,Male,33,Australia,Laptop,255.34,2024-09-24,Platinum,1,24,0,9,1
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Elizabeth Mendez,Male,43,Germany,Tablet,1759.8,2025-05-24,None,4,19,1,8,1
4767d76c-162f-4a24-af43-613cd4aac9a3,Casey Hernandez,Male,65,India,Accessories,1849.66,2025-06-05,Gold,6,1,1,1,1
c01f36bf-3e6d-458b-b367-c28de1b294de,Lisa Perry,Other,69,France,Smartwatch,216.05,2025-07-11,Gold,9,6,1,1,0
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Kaitlin Medina,Female,66,France,Tablet,626.07,2024-11-18,Gold,2,5,0,7,0
7e8adee7-0758-4201-961e-16d16105716b,Colleen Wright,Male,19,USA,Smartwatch,1631.78,2025-05-17,Gold,1,16,0,8,0
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Shelley Miller,Female,18,Germany,Accessories,1521.69,2025-07-16,Silver,10,26,0,6,1
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Michael Miller,Male,65,France,Laptop,450.59,2024-09-20,Platinum,2,24,0,2,0
989d9d4a-e15c-4666-8797-b2c957207246,Amy Kelley,Female,29,France,Accessories,497.76,2025-06-01,Silver,7,24,0,8,0
8e485223-46b9-4991-a14e-b70db380c73a,Laura Hernandez,Female,22,Canada,Laptop,803.9,2025-07-21,Silver,3,27,1,2,1
30e912f2-f2b4-4abf-8441-aefd0299436a,Joseph Wilson,Male,54,USA,Phone,1020.59,2024-08-17,Platinum,10,1,0,4,1
680bac63-b856-4035-bdc9-829015eabb27,Kevin Davis,Male,49,USA,Tablet,1274.68,2024-12-14,Gold,2,2,0,8,1
3d85de89-c217-4429-8e20-07247d137018,Rhonda Chavez,Female,26,Canada,Phone,800.94,2025-06-15,None,7,4,1,2,1
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Joyce Brown,Other,58,Germany,Laptop,978.82,2025-01-19,Gold,2,4,1,6,0
046a0df5-cafd-4613-b2bb-912d7da67785,Robert Cummings,Male,52,India,Smartwatch,1520.19,2024-11-19,Gold,3,0,0,0,1
6786d506-38ba-4abc-8b53-05e517d2582e,Robert Reese,Male,36,Australia,Laptop,169.7,2025-02-25,Gold,7,7,1,3,0
a9f948b2-4e63-44bb-be49-3f43b118f68d,Amber Cooper,Other,65,Germany,Laptop,579.63,2024-08-30,Gold,4,11,0,3,1
8db06746-7927-4973-9e78-1fd794e0d3ba,Zachary Michael,Other,33,India,Smartwatch,1455.36,2024-11-16,None,1,23,0,6,0
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Timothy Johnson,Male,20,USA,Phone,1800.89,2025-05-09,Silver,5,3,1,7,1
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Randy Cannon,Male,37,UK,Tablet,1072.19,2025-03-17,None,9,12,0,0,1
4e7ed827-455a-4762-b428-a656b3ee4d3b,Maria Fisher,Male,41,Germany,Laptop,1111.02,2025-04-06,Platinum,8,22,1,4,0
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Janet Kane DVM,Male,50,UK,Laptop,303.63,2024-09-04,Gold,9,14,1,6,0
be2d740a-1e9b-43bc-90c7-c006314d3441,Michael Stanley,Female,41,India,Tablet,950.08,2025-02-14,None,10,10,1,3,0
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Martha Bailey,Female,69,Germany,Laptop,1111.97,2025-01-29,Platinum,9,9,1,3,1
bd1531c8-3764-4bda-b108-d4482f65fafa,Joshua Rice,Female,28,UK,Tablet,560.69,2025-02-20,None,7,2,0,3,1
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Courtney Smith,Male,66,UK,Tablet,611.56,2024-12-23,Gold,4,21,1,5,1
98c7472a-864e-4a13-829c-fc0cfa02eaec,Edwin Nunez,Female,25,Australia,Tablet,816.84,2024-08-27,Gold,5,13,1,6,1
d52721e7-19bc-443e-bb02-bebb48729a4d,Kim Morrow,Male,53,Germany,Smartwatch,138.14,2025-02-16,Platinum,1,15,0,1,0
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Gregory Hill,Male,55,UK,Phone,711.95,2025-07-05,None,1,9,0,4,1
b540b30e-039f-4a25-8d61-68bd2defe193,Molly Rodriguez,Female,57,Australia,Phone,501.75,2025-03-14,Gold,3,28,1,3,1
0ba6eab9-4639-447b-a067-bdac88bd13d1,Jennifer Miranda,Male,37,Australia,Accessories,722.24,2024-10-09,Platinum,8,9,0,2,1
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Alexis Harris,Female,52,Germany,Smartwatch,327.55,2024-12-26,None,2,11,1,6,0
a34b6cf6-2053-4a42-b1af-db65b289f224,Andrew Harper,Female,65,UK,Accessories,1792,2024-10-06,None,4,29,1,5,1
1a432f0a-7daa-49f0-80b6-fce2de53790a,Amber Yang,Female,42,Australia,Phone,1227.83,2024-11-13,Platinum,2,8,0,6,1
48ca7651-92f5-4f7b-8323-d342df6a8f93,David Robinson,Female,52,USA,Phone,1390.29,2025-06-02,None,5,0,0,4,1
5738811d-70c2-403f-ba8d-03aa782a65e0,Amy Gordon,Female,42,Germany,Phone,1599.43,2024-09-14,None,9,4,1,5,0
40a26c60-0d27-4659-b72a-da9b2f32751e,Robert Dennis,Other,46,USA,Laptop,1047.04,2025-07-19,Gold,1,19,1,4,1
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Kyle Chambers,Other,35,Canada,Accessories,265.15,2025-03-16,Gold,5,7,0,6,0
7de31a51-6694-4343-90ba-58e3d2762bdc,Eric Thomas,Other,63,France,Smartwatch,1120.5,2025-04-24,Gold,9,10,0,1,0
afbb411a-a123-4a8c-93b7-a88612f70c97,Connie Turner,Other,35,USA,Accessories,1215,2025-05-13,Platinum,1,11,1,4,0
cfa701cd-2631-400b-a6d7-94d30db95301,Travis Hobbs,Other,19,UK,Phone,1516.34,2024-09-19,Silver,9,0,1,5,1
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Lori Simmons,Female,52,India,Smartwatch,920.15,2024-11-02,None,8,24,1,5,0
8edddfcd-1e52-4770-bf89-7142fe716b14,William David DDS,Male,33,Canada,Accessories,342.4,2025-05-20,Platinum,4,21,0,4,0
989bc4da-9b37-422b-aa8a-616fc3b290d0,Emma Butler,Male,58,USA,Phone,639.17,2025-02-19,Silver,10,19,1,9,0
c693da11-39c6-41ca-9e50-aa42ca6dfda1,James Webster,Female,53,Australia,Phone,789.86,2024-08-06,Silver,5,27,0,6,0
e893be3d-7354-4a6f-a160-745985c7504b,Samuel Turner,Male,50,Canada,Smartwatch,1327.24,2024-08-23,Platinum,5,24,0,9,0
96a9954f-dc33-41f9-8c1f-55ab715629ee,Renee Melendez,Male,21,USA,Tablet,1184.48,2025-07-05,Silver,6,10,0,7,1
9191b363-4e2d-4645-adc7-cac7fd72b050,Tracy Grant,Other,50,Australia,Smartwatch,776.58,2025-07-07,Gold,7,4,1,6,1
f5c9b047-9c10-4572-8f6b-40d09efba58b,David Harris,Other,31,USA,Tablet,1974.38,2024-08-10,Platinum,8,14,1,4,1
c342bd2b-f295-456e-9967-5f06bd767e35,Tammy Boone,Other,38,India,Laptop,1250.97,2024-11-08,None,8,4,0,0,0
43bfd931-3605-4f54-a021-c0ca3531968d,Nathaniel Lee,Male,65,India,Smartwatch,550.73,2024-08-23,Gold,2,11,0,4,1
3d67cde9-2834-44c0-94c8-b3b4a911d192,Michael Morrison,Other,37,Australia,Tablet,293.39,2025-02-05,None,9,4,1,9,0
2812859a-1337-439e-8d4f-5d272c7f0b79,Chelsea Gill,Female,25,USA,Accessories,390.43,2024-12-25,Silver,7,16,1,1,0
b07aa066-7354-45ea-a894-9b8d00af5b3a,Kristin Mendoza,Male,24,France,Phone,567.32,2025-01-01,Gold,4,16,0,4,1
085b15fb-4a8f-4810-b84c-2f29980402a2,Felicia Krueger,Male,20,India,Laptop,405.29,2025-07-29,None,4,23,1,4,1
48603b32-b4fb-4eb9-89c1-3de73b4206c5,Timothy Hayden,Other,34,India,Smartwatch,454.48,2024-10-03,Platinum,8,11,1,1,0
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Zachary Mendoza,Female,50,India,Tablet,641.68,2024-10-14,Silver,4,23,1,4,0
43b9da13-ec85-4f37-bbc1-a987aff8754d,Larry Harris,Other,65,Germany,Accessories,429.41,2025-08-02,None,6,27,1,3,1
96fc734d-a003-4d28-8a8f-3653c9af18f8,Kristen Rowe,Other,29,Canada,Tablet,1803.85,2025-07-05,Silver,5,14,0,0,1
32a447b2-ef04-457d-8dcc-c33aa9434aa0,Joseph Howard,Male,68,USA,Smartwatch,252.44,2024-08-19,None,3,14,1,2,1
398d1ca6-8b68-40b5-9d61-fac36cd5e859,Jose Crawford,Male,39,France,Tablet,1096.57,2025-03-08,Platinum,10,5,1,0,0
44007d5a-e88d-4719-a624-2b40a5cb63a2,William Harrison,Other,39,India,Smartwatch,879.75,2025-06-13,Gold,2,11,0,4,0
0f44704f-1247-4a4e-a469-98e8d39e198b,Suzanne Wood,Male,63,Germany,Tablet,1966.52,2025-07-26,None,9,26,0,3,0
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Justin Walker,Male,47,Canada,Phone,312.87,2025-05-10,Silver,10,28,0,6,1
ebd34616-91b7-4d8e-9301-6989bfbbb17f,Dean Donovan,Male,55,UK,Smartwatch,855.93,2025-05-20,Platinum,9,19,1,4,0
77fc9703-1fd5-4423-b06c-5c5649e2623d,Jennifer Hernandez,Other,55,Australia,Smartwatch,1941.99,2025-04-17,Gold,1,17,1,9,0
670acc5c-b321-4f21-8dd8-eb85b04d3376,James Whitaker,Male,62,UK,Laptop,1744.46,2025-01-15,Silver,10,13,0,3,0
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Mr. Michael Scott PhD,Other,68,India,Phone,1652.44,2024-11-01,Platinum,3,1,1,1,1
9918ee46-1497-4658-b010-f7197e695d0d,Maria Henry,Male,25,France,Smartwatch,590.02,2024-12-08,Silver,8,8,1,3,1
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Robert Jackson,Female,44,France,Accessories,424.69,2024-11-10,Platinum,6,4,0,1,0
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Katherine Stark,Male,44,Canada,Tablet,1370.42,2025-01-14,Gold,5,19,1,7,1
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Maria Brown,Other,51,Canada,Accessories,1865.81,2025-07-27,Gold,5,25,1,2,0
964db03f-9340-4fad-9c4a-d56bd6016237,Ryan Landry,Male,38,USA,Tablet,1157.85,2025-05-12,Silver,6,28,0,8,1
c3c75611-ffe3-4a49-854f-92fff366bad4,Pamela Gutierrez,Other,47,Australia,Tablet,1186.06,2024-12-08,Platinum,7,0,0,3,1
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Crystal Mann,Other,50,Australia,Laptop,631.96,2024-11-19,None,1,22,0,5,1
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Jonathan Brooks,Male,45,India,Smartwatch,1562.04,2025-06-22,Gold,9,2,1,9,1
7135f221-a6c9-437f-84da-d06a7872bdeb,Mary Jensen,Other,64,UK,Tablet,455.38,2024-09-05,None,3,5,0,4,1
ff37d19c-2e76-428b-8735-44f9ea83bf00,Mr. Aaron Arnold,Male,50,USA,Laptop,714.99,2025-03-15,None,4,4,1,9,0
d0725b5c-a281-4044-af96-288295d82980,Joseph Hill,Female,22,France,Accessories,908.33,2024-12-28,Silver,10,20,1,0,1
785299f4-175b-498d-b814-01027de1bdfe,Alicia Li,Other,65,USA,Laptop,1064.46,2024-09-21,Silver,1,26,1,8,1
5230dfbd-5553-42fe-a889-803e5913f9d3,Renee Browning,Other,36,UK,Accessories,560.58,2025-02-16,Silver,10,4,1,0,1
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Brent Hernandez,Other,21,France,Smartwatch,318.19,2025-04-24,Platinum,3,0,0,7,0
7ed70ed7-b194-490b-a961-929e546e035a,Joseph Ochoa,Other,52,Canada,Tablet,1260.18,2025-07-22,Gold,2,16,0,8,1
